1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1.0,-0.47300744913572806,0.8978484747837965,-0.3129274211164756,0.3828644202634506,0.261419082187653,0.21293687451773052,-0.5179791184846894,0.2376712254360948,0.37276821264914384,0.21247345776516316,-0.5901036943926012,-0.46293405877425015,0.2549695375084679,0.2742907930351219,0.7060963580629331,0.2808351791782283,-0.6464417258228676,-0.18211577486559286,0.3302519066003975,-0.08602656492159227,-0.09038878403846477,-0.8088312288984413,0.7794378026288492,0.5105537862431196,-0.5783981413246121,-0.6330265347428574,0.7212778099258627,0.7515690235512003,0.22459169732915088
-0.47300744913572806,0.9999999999999998,-0.47760322316515486,-0.1286776329502729,-0.1937413364120053,-0.14011565361166503,0.3441069346574544,0.3552356429699328,0.28715607097574936,0.16798704644132842,-0.06622770719375486,0.39975155878148255,0.5967353656843177,-0.19719866449216966,-0.1771667909160574,-0.2626150066426874,-0.18947434691949525,0.37594112044254174,0.762929060223537,-0.19741821876402924,0.2688394396090729,0.14238708825436502,0.7264879436709014,-0.32212045410197093,-0.13887106796563534,0.6829981288394338,0.7765952163358907,-0.25360085552037714,-0.6606144325803348,0.3189556760823791
0.8978484747837966,-0.47760322316515486,1.0,-0.5027146102653576,0.46208418663150164,0.32175132976031817,0.21262689610484928,-0.6488522703375758,0.16782129019335182,0.3999587191013648,0.28872928081591914,-0.7435072151824589,-0.5267518128030767,0.28317476055716556,0.32334409192815966,0.7725454841968004,0.32570033250929314,-0.8226465418134802,-0.29961664838159413,0.5269212540981069,-0.006996689975285326,-0.25589895110026956,-0.8688204763650196,0.7980572530224,0.6110403132041028,-0.6095493194748838,-0.7007328762736984,0.7662578650374751,0.8354017912796601,0.4072376838277084
-0.3129274211164756,-0.1286776329502729,-0.5027146102653576,1.0,-0.32479569635275835,-0.22390663295765678,-0.5683724455451059,0.6013036193604361,-0.34949821450963064,-0.6327117694318275,-0.15600849234023542,0.7434501599154063,0.20883985308889957,-0.2685676299227351,-0.25946593805633117,-0.3643235600426281,-0.2736794164707325,0.7176332953177784,0.10001845513037172,-0.7951059496242088,0.09621618741260735,0.6799504515421951,0.31480348205413394,-0.37052871683786154,-0.5498499532029727,0.10089309959761214,0.34014703141463054,-0.33087274909707814,-0.466065024826931,-0.8587137833058223
0.3828644202634505,-0.19374133641200528,0.46208418663150164,-0.32479569635275835,1.0,0.6249935016215062,0.11702210847723717,-0.39833574136514555,-0.06957547390973637,0.2515552320302682,0.4190504417807829,-0.41994546762875334,-0.1956739460423656,0.7306106551350889,0.7113576088545518,0.6952118108846723,0.7497006206936567,-0.5378363922344778,-0.1296422467187786,0.2832922254469546,0.2290113220828868,0.008533039420703334,-0.5310041611964624,0.680488579707559,0.855418832534426,-0.4691468626618165,-0.44702299937729184,0.5035235040931808,0.5583832773678723,0.3650029336792587
0.2614190821876529,-0.14011565361166503,0.3217513297603181,-0.22390663295765678,0.6249935016215064,1.0,0.08216243470777447,-0.26948222009483125,-0.0526307026125375,0.20830742867894114,0.7305334733948554,-0.21494401169638622,0.010315428510991567,0.7024452628547402,0.8938029387616531,0.5694383621371744,0.8563856724867157,-0.3743211521884869,-0.1003510297939256,0.1479304975422017,0.318231975830894,0.03228249757364094,-0.29894185551353625,0.32228540341004114,0.7797332828205835,-0.2704513964280046,-0.21755419290879005,0.3680412001112115,0.3595017635228629,0.36703088889930974
0.21293687451773052,0.3441069346574544,0.21262689610484928,-0.5683724455451059,0.11702210847723717,0.08216243470777448,1.0,-0.3003708138236363,0.6440642954807009,0.6719766771674425,0.04833853860023548,-0.3489700548917575,0.10444253440746652,0.10420567478120166,0.10537378336655094,0.16345309112066353,0.1037876737690909,-0.3662539119490333,0.20091378049314274,0.35716969197747916,-0.07396403288300842,-0.22518375628022044,-0.006765103294881829,0.1757788273169079,0.37234615575726354,0.12981183327534318,0.01584675471289595,0.16188157469158193,0.24327917135796703,0.6702233886156825
-0.5179791184846892,0.35523564296993276,-0.6488522703375758,0.6013036193604362,-0.3983357413651455,-0.2694822200948312,-0.30037081382363623,1.0,-0.0888235932835069,-0.30698070329648625,-0.1590548213282314,0.8413005091949357,0.7015741579317585,-0.32668178091406425,-0.3118814319720348,-0.5064391706963328,-0.3281516985262124,0.729868516729347,0.3815110164481053,-0.6504256078767353,0.13622920304129643,0.30361065861653386,0.6411072217124606,-0.5500983485360154,-0.5409503961528003,0.714448140950896,0.6291922732062385,-0.4834697206282223,-0.7162319993065664,-0.48224305400289347
0.2376712254360948,0.2871560709757493,0.16782129019335182,-0.34949821450963064,-0.06957547390973635,-0.05263070261253751,0.6440642954807009,-0.0888235932835069,1.0,0.7555245801823846,-0.034151475252781456,-0.1376747084956811,0.17384299803504005,-0.06180646333990658,-0.06053602492405669,0.07002261303180002,-0.06359824604171145,-0.2013677069636848,0.2089769936062261,0.1811234698861258,-0.15738217077494981,-0.2542556508820963,-0.002929112235644191,0.10246905058212778,0.13894407389612926,0.21256618995810905,0.07092365162694436,0.10831767321256329,0.16268749223261608,0.4441189272671396
0.37276821264914384,0.1679870464413284,0.39995871910136477,-0.6327117694318275,0.25155523203026825,0.20830742867894114,0.6719766771674426,-0.3069807032964863,0.7555245801823846,1.0,0.1624908759119647,-0.44153676366197503,0.02399420307105423,0.20463251593135887,0.22031495529095377,0.3299004197324232,0.22431431052901307,-0.48897414476219886,-0.00604103900783362,0.5185311764503372,-0.016931973259092303,-0.49807727741425595,-0.27958809850212857,0.3238359361133828,0.48073303372553683,0.0321722471595694,-0.22185572186749808,0.3059246325120128,0.44097755862924753,0.6839580598492807
